Dataset,Node,Model,Precision,Recall,F1
metrla,12,Graph-Augmented,0.07016191205076182,0.8834951370534453,0.12999986349708065
metrla,12,LSTM-Only,0.08757637465623587,0.8349514482043549,0.15852517349208337
metrla,13,Graph-Augmented,0.05239616610070532,0.8039215607458671,0.09838020892967306
metrla,13,LSTM-Only,0.0970996215673397,0.7549019533833142,0.17206683676563003
metrla,14,Graph-Augmented,0.04820936635798253,0.6796116438872656,0.09003203052425371
metrla,14,LSTM-Only,0.0624999999314693,0.5533980528796306,0.11231508835478052
metrla,15,Graph-Augmented,0.04148334378285145,0.6407766928079933,0.07792196361854875
metrla,15,LSTM-Only,0.04315196990027773,0.22330096870581584,0.07232677235476122
metrla,16,Graph-Augmented,0.06767955796430969,0.9514563014421719,0.126369959656772
metrla,16,LSTM-Only,0.07307692302071005,0.9223300881327177,0.13542395499119694
metrla,17,Graph-Augmented,0.050993377449673256,0.7549019533833142,0.09553338009761611
metrla,17,LSTM-Only,0.05471380466774932,0.6372548957131873,0.10077504800693972
metrla,18,Graph-Augmented,0.09389671352685754,0.9900990000980298,0.17152642809137458
metrla,18,LSTM-Only,0.09777347521996758,0.99999999009901,0.17813034888455637
metrla,19,Graph-Augmented,0.04034810123390181,0.5151515099479645,0.07483478813805619
metrla,19,LSTM-Only,0.05776173278247686,0.4848484799510255,0.10322561599063716
metrla,20,Graph-Augmented,0.04415011035091053,0.8163265222823824,0.08376953606765428
metrla,20,LSTM-Only,0.06060606054046963,0.5714285655976677,0.10958886749082343
metrla,21,Graph-Augmented,0.06488549614193034,0.9999999901960785,0.12186368469925823
metrla,21,LSTM-Only,0.22421524613404653,0.9803921472510574,0.3649631993449142
metrla,22,Graph-Augmented,0.04925816020815539,0.8137254822183776,0.09289300921014623
metrla,22,LSTM-Only,0.04560475872729361,0.6764705816032296,0.08544879796506243
metrla,23,Graph-Augmented,0.06260575290811696,0.732673260072542,0.11535449233929537
metrla,23,LSTM-Only,0.07403433468451252,0.6831683100676406,0.1335913044368814
metrla,24,Graph-Augmented,0.07227722765121067,0.7156862674932719,0.13129479716715298
metrla,24,LSTM-Only,0.08221993825054477,0.7843137178008459,0.14883703726401526
